WHO_region,Date_reported,New_cases,New_deaths
SEARO,2021-02-19,23755,305
WPRO,2021-02-19,6703,205
AFRO,2021-02-20,10397,243
AMRO,2021-02-20,173765,6020
EMRO,2021-02-20,23756,394
EURO,2021-02-20,161191,4015
SEARO,2021-02-20,25855,299
WPRO,2021-02-20,6848,232
AFRO,2021-02-21,9204,257
AMRO,2021-02-21,110037,4000
EMRO,2021-02-21,24766,310
EURO,2021-02-21,144772,2715
SEARO,2021-02-21,23470,266
WPRO,2021-02-21,5984,331
AFRO,2021-02-22,8686,211
AMRO,2021-02-22,229390,6500
EMRO,2021-02-22,29155,397
EURO,2021-02-22,116264,1974
SEARO,2021-02-22,15478,100
WPRO,2021-02-22,7214,91
AFRO,2021-02-23,6705,214
AMRO,2021-02-23,113505,2555
EMRO,2021-02-23,25890,332
EURO,2021-02-23,109007,3167
SEARO,2021-02-23,28963,458
WPRO,2021-02-23,5867,79
AFRO,2021-02-24,5075,115
AMRO,2021-02-24,115940,3611
EMRO,2021-02-24,33460,330
EURO,2021-02-24,159033,3964
SEARO,2021-02-24,25125,460
WPRO,2021-02-24,5486,85
AFRO,2021-02-25,10438,498
AMRO,2021-02-25,115743,4316
EMRO,2021-02-25,27107,380
EURO,2021-02-25,185250,3504
SEARO,2021-02-25,25023,1002
WPRO,2021-02-25,6765,105
AFRO,2021-02-26,7134,209
AMRO,2021-02-26,247277,7092
EMRO,2021-02-26,36033,485
EURO,2021-02-26,181096,3342
SEARO,2021-02-26,26248,391
WPRO,2021-02-26,5735,164
AFRO,2021-02-27,6892,187
AMRO,2021-02-27,187705,6534
EMRO,2021-02-27,29273,294
EURO,2021-02-27,179883,3611
SEARO,2021-02-27,26560,489
WPRO,2021-02-27,6564,152
AFRO,2021-02-28,6843,242
AMRO,2021-02-28,174591,4821
EMRO,2021-02-28,30859,380
EURO,2021-02-28,157193,2610
SEARO,2021-02-28,24099,316
WPRO,2021-02-28,7006,115
AFRO,2021-03-01,10049,187
AMRO,2021-03-01,173411,4789
EMRO,2021-03-01,31092,395
EURO,2021-03-01,122414,1912
SEARO,2021-03-01,6594,202
WPRO,2021-03-01,6084,68
AFRO,2021-03-02,7739,194
AMRO,2021-03-02,109553,2374
EMRO,2021-03-02,30751,420
EURO,2021-03-02,123433,3126
SEARO,2021-03-02,1294,18
WPRO,2021-03-02,4808,57
AFRO,2021-03-03,4873,257
AMRO,2021-03-03,29906,1539
EMRO,2021-03-03,32326,351
EURO,2021-03-03,176334,3786
SEARO,2021-03-03,56302,661
WPRO,2021-03-03,5402,114
AFRO,2021-03-04,7897,188
AMRO,2021-03-04,246178,7709
EMRO,2021-03-04,22487,294
EURO,2021-03-04,195388,3624
SEARO,2021-03-04,25160,532
WPRO,2021-03-04,5372,102
AFRO,2021-03-05,8239,197
AMRO,2021-03-05,178746,5532
EMRO,2021-03-05,48811,621
EURO,2021-03-05,191061,3264
SEARO,2021-03-05,25830,304
WPRO,2021-03-05,6276,96
AFRO,2021-03-06,6732,187
AMRO,2021-03-06,114838,3317
EMRO,2021-03-06,30637,380
EURO,2021-03-06,169880,3000
SEARO,2021-03-06,26591,247
WPRO,2021-03-06,6981,91
AFRO,2021-03-07,8642,177
AMRO,2021-03-07,248791,7190
EMRO,2021-03-07,25223,297
EURO,2021-03-07,183020,2556
SEARO,2021-03-07,25605,238
WPRO,2021-03-07,6754,102
AFRO,2021-03-08,10308,145
AMRO,2021-03-08,112550,3021
EMRO,2021-03-08,40083,443
EURO,2021-03-08,128431,2003
SEARO,2021-03-08,25658,229
WPRO,2021-03-08,6622,88
AFRO,2021-03-09,5191,202
AMRO,2021-03-09,203694,4413
EMRO,2021-03-09,34689,426
EURO,2021-03-09,122855,2939
SEARO,2021-03-09,23800,378
WPRO,2021-03-09,6290,64
AFRO,2021-03-10,6409,213
AMRO,2021-03-10,198844,2956
EMRO,2021-03-10,29611,403
EURO,2021-03-10,182439,3712
SEARO,2021-03-10,25727,361
WPRO,2021-03-10,5279,78
AFRO,2021-03-11,8140,203
AMRO,2021-03-11,161978,4922
EMRO,2021-03-11,36862,408
EURO,2021-03-11,209185,3459
SEARO,2021-03-11,29154,301
WPRO,2021-03-11,6783,76
AFRO,2021-03-12,8070,169
AMRO,2021-03-12,183291,5095
EMRO,2021-03-12,28752,379
EURO,2021-03-12,205364,3295
SEARO,2021-03-12,31162,257
WPRO,2021-03-12,7481,133
AFRO,2021-03-13,5867,135
AMRO,2021-03-13,188008,5276
EMRO,2021-03-13,51286,494
EURO,2021-03-13,209157,3303
SEARO,2021-03-13,32571,334
WPRO,2021-03-13,8480,152
AFRO,2021-03-14,10240,242
AMRO,2021-03-14,193074,4913
EMRO,2021-03-14,30092,402
EURO,2021-03-14,179266,2266
SEARO,2021-03-14,31852,281
WPRO,2021-03-14,8618,129
AFRO,2021-03-15,5320,115
AMRO,2021-03-15,166223,4292
EMRO,2021-03-15,37128,459
EURO,2021-03-15,141755,1900
SEARO,2021-03-15,32821,236
WPRO,2021-03-15,7984,108
